player_slot,team_number,team_slot,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,item_neutral2,kills,deaths,assists,leaver_status,last_hits,denies,gold_per_min,xp_per_min,level,net_worth,aghanims_scepter,aghanims_shard,moonshard,hero_damage,tower_damage,hero_healing,gold,gold_spent,ability_upgrades_arr,rank_tier,computed_mmr,start_time,duration,game_mode,patch,isRadiant,win,total_gold,total_xp,kills_per_min,kda,abandons,benchmarks,match_id,hero_name,item_0_name,item_1_name,item_2_name,item_3_name,item_4_name,item_5_name,backpack_0_name,backpack_1_name,backpack_2_name,item_neutral_name,item_neutral2_name
129,1,1,7,180,610,1,0,0,0,0,0,0,1604,1593,10,4,13,0,78,4,465,532,16,12933,0,1,0,13091,773,0,1083,12315,"[5023, 5024, 5025, 5024, 5025, 5026, 5024, 5025, 5023, 5025, 744, 5023, 5026, 5024, 5023, 858]",54,3766.99,1766896536,1689,22,59,False,1,13089,14975,0.3552397868561279,4.6,0,"{'gold_per_min': {'raw': 465, 'pct': 0.6478696741854637}, 'xp_per_min': {'raw': 532, 'pct': 0.3258145363408521}, 'kills_per_min': {'raw': 0.3552397868561279, 'pct': 0.949874686716792}, 'last_hits_per_min': {'raw': 2.7708703374777977, 'pct': 0.29949874686716793}, 'hero_damage_per_min': {'raw': 465.044404973357, 'pct': 0.31203007518796994}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8471177944862155}, 'tower_damage': {'raw': 773, 'pct': 0.556390977443609}}",8624367903,Earthshaker,Arcane Boots,Wind Waker,Blink Dagger,,,,,,,Searing Signet,Greedy
131,1,3,84,108,226,65,180,232,36,0,218,0,1598,1595,5,3,23,0,80,4,476,557,18,14951,0,0,0,20703,2871,96,416,14975,"[5438, 5439, 5439, 5438, 5438, 5441, 5438, 5439, 5439, 5440, 801, 5440, 5441, 5440, 5440, 442, 730, 5441]",54,3766.99,1766894306,1889,22,59,False,1,14986,17536,0.1588141874007411,7.0,0,"{'gold_per_min': {'raw': 476, 'pct': 0.5925925925925926}, 'xp_per_min': {'raw': 557, 'pct': 0.41919191919191917}, 'kills_per_min': {'raw': 0.15881418740074113, 'pct': 0.6683501683501684}, 'last_hits_per_min': {'raw': 2.541026998411858, 'pct': 0.5117845117845118}, 'hero_damage_per_min': {'raw': 657.5860243515087, 'pct': 0.7542087542087542}, 'hero_healing_per_min': {'raw': 3.0492323980942295, 'pct': 0.7070707070707071}, 'tower_damage': {'raw': 2871, 'pct': 0.7878787878787878}}",8624341271,Ogre Magi,Aghanim's Scepter,Lotus Orb,Hand of Midas,Arcane Boots,Aether Lens,Magic Wand,,Observer and Sentry Wards,,Unrelenting Eye,Keen-eyed
1,0,1,100,50,108,1,30,0,168,232,36,0,840,1594,20,10,35,0,81,2,548,970,27,22943,0,0,0,33634,2143,0,7858,16545,"[5565, 5566, 7322, 5565, 5565, 5568, 5565, 7322, 5566, 7322, 414, 5566, 5568, 5566, 7322, 6411, 5568, 6194, 7891, 6961]",54,3766.99,1766891201,2723,22,59,True,1,24870,44021,0.4406904149834741,5.0,0,"{'gold_per_min': {'raw': 548, 'pct': 0.962877030162413}, 'xp_per_min': {'raw': 970, 'pct': 0.9675174013921114}, 'kills_per_min': {'raw': 0.4406904149834741, 'pct': 0.9675174013921114}, 'last_hits_per_min': {'raw': 1.78479618068307, 'pct': 0.5522041763341067}, 'hero_damage_per_min': {'raw': 741.1090708777084, 'pct': 0.9350348027842227}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 2143, 'pct': 0.8932714617169374}}",8624305070,Tusk,Phase Boots,Aghanim's Scepter,Blink Dagger,Gem of True Sight,,Desolator,Aether Lens,Magic Wand,,Tumbler's Toy,Vampiric
0,0,0,100,214,100,1,108,0,36,0,0,0,1603,1577,4,6,20,0,51,12,326,523,18,11698,0,0,0,12779,745,0,1188,10825,"[5565, 5566, 5565, 7322, 5565, 5568, 5566, 5565, 7322, 5566, 414, 5566, 5568, 7322, 7322, 6423, 5568]",54,3766.99,1768021987,2155,22,59,True,1,11708,18784,0.111368909512761,3.43,0,"{'gold_per_min': {'raw': 326, 'pct': 0.419953596287703}, 'xp_per_min': {'raw': 523, 'pct': 0.41299303944315546}, 'kills_per_min': {'raw': 0.11136890951276102, 'pct': 0.4709976798143852}, 'last_hits_per_min': {'raw': 1.419953596287703, 'pct': 0.4431554524361949}, 'hero_damage_per_min': {'raw': 355.7958236658933, 'pct': 0.43387470997679817}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 745, 'pct': 0.6612529002320185}}",8642940925,Tusk,Tranquil Boots,Eul's Scepter of Divinity,Blink Dagger,Aghanim's Scepter,,Magic Wand,,,,Gunpowder Gauntlet,Quickened
0,0,0,100,50,0,1,23,60,36,21,0,0,1604,1595,6,7,12,0,24,5,292,485,16,7962,0,0,0,12828,43,0,552,8200,"[5565, 5566, 7322, 5565, 5565, 5568, 5565, 5566, 5566, 7322, 5568, 5566, 7322, 7322, 6411, 414]",54,3766.99,1767930867,1813,22,59,True,0,8823,14655,0.1985659128516271,2.25,0,"{'gold_per_min': {'raw': 292, 'pct': 0.2737819025522042}, 'xp_per_min': {'raw': 485, 'pct': 0.3271461716937355}, 'kills_per_min': {'raw': 0.1985659128516271, 'pct': 0.7517401392111369}, 'last_hits_per_min': {'raw': 0.7942636514065085, 'pct': 0.16473317865429235}, 'hero_damage_per_min': {'raw': 424.53392167677885, 'pct': 0.5823665893271461}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 43, 'pct': 0.29466357308584684}}",8641440376,Tusk,Phase Boots,,Blink Dagger,Staff of Wizardry,Point Booster,Magic Wand,Ogre Axe,,,Searing Signet,Keen-eyed
0,0,0,100,50,100,1,232,108,1,36,40,0,1605,1577,8,11,21,0,64,7,430,794,24,16759,0,0,0,23630,717,0,1044,15935,"[5566, 5565, 7322, 5565, 5565, 5568, 5565, 5566, 5566, 7322, 5566, 5568, 414, 7322, 7322, 6411, 5568, 6194]",54,3766.99,1767927883,2459,22,59,True,1,17622,32540,0.1952013013420089,2.42,0,"{'gold_per_min': {'raw': 430, 'pct': 0.839907192575406}, 'xp_per_min': {'raw': 794, 'pct': 0.8793503480278422}, 'kills_per_min': {'raw': 0.19520130134200894, 'pct': 0.7424593967517401}, 'last_hits_per_min': {'raw': 1.5616104107360715, 'pct': 0.4872389791183295}, 'hero_damage_per_min': {'raw': 576.5758438389589, 'pct': 0.8491879350348028}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 717, 'pct': 0.6519721577726219}}",8641410665,Tusk,Phase Boots,Eul's Scepter of Divinity,Blink Dagger,Aether Lens,Aghanim's Scepter,Blink Dagger,Magic Wand,Dust of Appearance,,Serrated Shiv,Quickened
2,0,2,71,50,152,610,65,55,0,0,0,0,1603,1586,10,9,19,0,112,5,505,786,23,17962,0,0,0,15222,3528,125,2212,16040,"[5355, 5353, 5355, 7301, 5353, 5356, 5353, 5353, 5355, 5355, 7301, 5356, 7301, 7301, 5356, 7022, 6253, 6149]",54,3766.99,1767845917,2277,22,59,True,1,19164,29828,0.2635046113306982,2.9,0,"{'gold_per_min': {'raw': 505, 'pct': 0.9078282828282829}, 'xp_per_min': {'raw': 786, 'pct': 0.7474747474747475}, 'kills_per_min': {'raw': 0.2635046113306983, 'pct': 0.8699494949494949}, 'last_hits_per_min': {'raw': 2.951251646903821, 'pct': 0.7474747474747475}, 'hero_damage_per_min': {'raw': 401.10671936758894, 'pct': 0.35984848484848486}, 'hero_healing_per_min': {'raw': 3.2938076416337285, 'pct': 0.7310606060606061}, 'tower_damage': {'raw': 3528, 'pct': 0.9393939393939394}}",8640085332,Spirit Breaker,Phase Boots,Shadow Blade,Wind Waker,Hand of Midas,Hyperstone,,,,,Gunpowder Gauntlet,Tough
0,0,0,100,50,108,1,0,57,36,233,0,0,1603,1583,7,10,19,0,36,4,333,421,16,10782,0,0,0,16735,192,0,797,10205,"[5565, 5566, 7322, 5565, 5565, 5568, 5565, 7322, 7322, 7322, 414, 5566, 5568, 5566, 5566, 6411]",54,3766.99,1767843537,2105,22,59,True,1,11682,14770,0.1995249406175772,2.36,0,"{'gold_per_min': {'raw': 333, 'pct': 0.46403712296983757}, 'xp_per_min': {'raw': 421, 'pct': 0.20417633410672853}, 'kills_per_min': {'raw': 0.1995249406175772, 'pct': 0.7563805104408353}, 'last_hits_per_min': {'raw': 1.026128266033254, 'pct': 0.2552204176334107}, 'hero_damage_per_min': {'raw': 477.00712589073635, 'pct': 0.703016241299304}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 192, 'pct': 0.419953596287703}}",8640062045,Tusk,Phase Boots,Aghanim's Scepter,Blink Dagger,,Void Stone,Magic Wand,Aether Lens Recipe,,,Gunpowder Gauntlet,Mystical
132,1,4,11,116,249,263,156,63,149,0,0,0,1603,1586,21,7,7,0,305,18,724,938,25,27276,0,0,0,39678,15759,0,1526,26835,"[5060, 1216, 5060, 5063, 5059, 5064, 5060, 5063, 5063, 999, 5063, 1216, 5064, 1216, 1216, 6875, 5064, 6670, 1217]",54,3766.99,1767756382,2388,22,59,False,1,28815,37332,0.5276381909547739,3.5,0,"{'gold_per_min': {'raw': 724, 'pct': 0.8127062706270627}, 'xp_per_min': {'raw': 938, 'pct': 0.7004950495049505}, 'kills_per_min': {'raw': 0.5276381909547738, 'pct': 0.9405940594059405}, 'last_hits_per_min': {'raw': 7.663316582914572, 'pct': 0.46534653465346537}, 'hero_damage_per_min': {'raw': 996.9346733668342, 'pct': 0.8283828382838284}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.929042904290429}, 'tower_damage': {'raw': 15759, 'pct': 0.8613861386138614}}",8638685887,Shadow Fiend,Black King Bar,Silver Edge,Hurricane Pike,Satanic,Power Treads,Crystalys,,,,Gunpowder Gauntlet,Tough
129,1,1,48,135,63,26,108,160,36,188,0,0,950,1584,13,5,9,0,216,7,666,654,18,17922,0,0,0,21881,11882,0,312,17960,"[5222, 5223, 5222, 1462, 5222, 5225, 5222, 5223, 5223, 5223, 1462, 7047, 5225, 1462, 1462, 6180, 5225]",54,3766.99,1767584128,1671,22,59,False,1,18548,18213,0.4667863554757629,3.67,0,"{'gold_per_min': {'raw': 666, 'pct': 0.5601659751037344}, 'xp_per_min': {'raw': 654, 'pct': 0.2697095435684647}, 'kills_per_min': {'raw': 0.46678635547576297, 'pct': 0.9585062240663901}, 'last_hits_per_min': {'raw': 7.7558348294434465, 'pct': 0.3215767634854772}, 'hero_damage_per_min': {'raw': 785.6732495511669, 'pct': 0.6286307053941909}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9605809128630706}, 'tower_damage': {'raw': 11882, 'pct': 0.6244813278008299}}",8635942380,Luna,Monkey King Bar,Power Treads,Morbid Mask,Aghanim's Scepter,Eye of Skadi,Magic Wand,Smoke of Deceit,,,Defiant Shell,Alert
128,1,0,48,160,116,156,63,154,139,1804,0,0,1642,1577,14,11,19,0,474,4,656,1010,29,33354,1,0,0,54628,9029,0,1504,34300,"[5222, 5223, 5222, 1462, 5222, 5225, 5223, 5222, 5223, 7047, 5223, 5225, 1462, 1462, 1462, 770, 5225, 6180, 7055, 847, 323, 6127]",54,3766.99,1765603498,3374,22,58,False,0,36889,56795,0.2489626556016597,2.75,0,"{'gold_per_min': {'raw': 656, 'pct': 0.5435684647302904}, 'xp_per_min': {'raw': 1010, 'pct': 0.8091286307053942}, 'kills_per_min': {'raw': 0.24896265560165975, 'pct': 0.6576763485477178}, 'last_hits_per_min': {'raw': 8.429164196799052, 'pct': 0.4066390041493776}, 'hero_damage_per_min': {'raw': 971.4522821576763, 'pct': 0.7966804979253111}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9605809128630706}, 'tower_damage': {'raw': 9029, 'pct': 0.5560165975103735}}",8602729487,Luna,Eye of Skadi,Black King Bar,Satanic,Power Treads,Sange and Yasha,Butterfly,Roshan's Banner,,,Dezun Bloodrite,Quickened
0,0,0,44,208,225,116,145,168,26,0,0,0,1607,1597,21,14,20,0,446,4,772,1107,29,25568,0,0,0,68320,1515,0,2593,30815,"[5190, 5191, 5190, 5191, 5190, 5193, 5190, 5191, 5191, 1287, 1287, 5193, 1287, 1287, 6848, 559, 5193, 490, 6192, 483, 491, 1074]",54,3766.99,1765599708,3234,22,58,True,0,41610,59667,0.3896103896103896,2.73,0,"{'gold_per_min': {'raw': 772, 'pct': 0.8922222222222222}, 'xp_per_min': {'raw': 1107, 'pct': 0.8688888888888889}, 'kills_per_min': {'raw': 0.38961038961038963, 'pct': 0.8144444444444444}, 'last_hits_per_min': {'raw': 8.274582560296846, 'pct': 0.7144444444444444}, 'hero_damage_per_min': {'raw': 1267.5324675324675, 'pct': 0.9466666666666667}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9733333333333334}, 'tower_damage': {'raw': 1515, 'pct': 0.48444444444444446}}",8602681122,Phantom Assassin,Abyssal Blade,Nullifier,Black King Bar,Battle Fury,Desolator,Morbid Mask,,,,Magnifying Monocle,Titanic
4,0,4,8,50,158,1,108,139,143,36,0,0,1605,1594,7,3,8,0,316,16,686,755,22,24172,0,0,0,13095,14364,8938,1847,23120,"[5028, 5028, 5029, 5027, 5028, 5030, 5028, 5027, 5027, 5027, 5029, 5030, 5029, 5029, 1192, 7021, 5030, 6662]",54,3766.99,1765569556,2156,22,58,True,1,24650,27129,0.1948051948051948,3.75,0,"{'gold_per_min': {'raw': 686, 'pct': 0.6865800865800866}, 'xp_per_min': {'raw': 755, 'pct': 0.4121212121212121}, 'kills_per_min': {'raw': 0.19480519480519481, 'pct': 0.4303030303030303}, 'last_hits_per_min': {'raw': 8.794063079777366, 'pct': 0.5818181818181818}, 'hero_damage_per_min': {'raw': 364.4248608534323, 'pct': 0.17142857142857143}, 'hero_healing_per_min': {'raw': 248.7384044526902, 'pct': 0.7610389610389611}, 'tower_damage': {'raw': 14364, 'pct': 0.7792207792207793}}",8602257347,Juggernaut,Phase Boots,Mjollnir,Blink Dagger,Aghanim's Scepter,Butterfly,Skull Basher,Magic Wand,,,Serrated Shiv,Vampiric
0,0,0,1,145,63,147,160,143,162,36,0,0,1605,1584,7,3,10,0,338,17,686,877,22,22223,0,0,0,17134,6618,0,948,21650,"[5003, 5004, 7314, 5004, 5004, 5006, 5004, 5003, 7314, 7314, 5003, 5006, 5003, 7314, 5006, 966, 666, 665]",54,3766.99,1765565295,1943,22,58,True,1,22214,28400,0.2161605764282038,4.25,0,"{'gold_per_min': {'raw': 686, 'pct': 0.6595744680851063}, 'xp_per_min': {'raw': 877, 'pct': 0.5159574468085106}, 'kills_per_min': {'raw': 0.21616057642820383, 'pct': 0.5617021276595745}, 'last_hits_per_min': {'raw': 10.437467833247554, 'pct': 0.8085106382978723}, 'hero_damage_per_min': {'raw': 529.0993309315492, 'pct': 0.5521276595744681}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9617021276595744}, 'tower_damage': {'raw': 6618, 'pct': 0.5595744680851064}}",8602143423,Anti-Mage,Battle Fury,Power Treads,Manta Style,Eye of Skadi,Skull Basher,Sange,Magic Wand,,,Serrated Shiv,Alert
3,0,3,8,50,147,1,145,162,108,0,0,0,1641,1586,16,12,10,0,258,6,530,647,23,18851,0,0,0,28860,3125,3656,251,20675,"[5028, 5028, 5029, 5027, 5028, 5030, 5028, 5027, 5027, 5027, 5030, 5029, 5029, 7021, 5029, 5030, 1192, 6105]",54,3766.99,1765514488,2663,22,58,True,0,23523,28716,0.3604956815621479,2.0,0,"{'gold_per_min': {'raw': 530, 'pct': 0.3255411255411255}, 'xp_per_min': {'raw': 647, 'pct': 0.2658008658008658}, 'kills_per_min': {'raw': 0.36049568156214795, 'pct': 0.8649350649350649}, 'last_hits_per_min': {'raw': 5.812992865189636, 'pct': 0.15064935064935064}, 'hero_damage_per_min': {'raw': 650.2440856177244, 'pct': 0.5333333333333333}, 'hero_healing_per_min': {'raw': 82.3732632369508, 'pct': 0.3411255411255411}, 'tower_damage': {'raw': 3125, 'pct': 0.43376623376623374}}",8601088371,Juggernaut,Phase Boots,Manta Style,Blink Dagger,Battle Fury,Sange,Aghanim's Scepter,,,,Outworld Staff,Tough
4,0,4,41,158,117,160,116,139,135,147,0,33,1645,0,34,11,21,0,513,9,896,1263,30,54106,1,1,1,75201,15894,0,12556,46845,"[5182, 5691, 5184, 5182, 5182, 5185, 5182, 5184, 5184, 5184, 5691, 5185, 867, 5691, 5691, 5185, 6807, 6128, 6651, 856, 868, 7388, 7001]",54,3766.99,1765509888,4053,22,58,True,1,60524,85315,0.5033308660251665,4.58,0,"{'gold_per_min': {'raw': 896, 'pct': 0.9971751412429378}, 'xp_per_min': {'raw': 1263, 'pct': 0.9788135593220338}, 'kills_per_min': {'raw': 0.5033308660251665, 'pct': 0.9774011299435028}, 'last_hits_per_min': {'raw': 7.594374537379719, 'pct': 0.6822033898305084}, 'hero_damage_per_min': {'raw': 1113.264248704663, 'pct': 0.96045197740113}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9166666666666666}, 'tower_damage': {'raw': 15894, 'pct': 0.9533898305084746}}",8601041727,Faceless Void,Mjollnir,Aegis of the Immortal,Eye of Skadi,Black King Bar,Butterfly,Monkey King Bar,Manta Style,,Cheese,Disgraced Regalia,
1,0,1,35,158,152,263,63,485,36,75,0,0,840,1594,7,3,10,0,251,24,630,671,19,18763,0,0,0,15372,8720,0,2108,17985,"[5154, 5155, 5154, 5154, 5155, 5157, 5154, 5155, 5156, 5156, 5155, 5157, 5156, 5156, 5157, 7892, 928]",54,3766.99,1765169204,1779,22,58,True,1,18679,19895,0.2360876897133221,4.25,0,"{'gold_per_min': {'raw': 630, 'pct': 0.7899219304471257}, 'xp_per_min': {'raw': 671, 'pct': 0.49893541518807666}, 'kills_per_min': {'raw': 0.2360876897133221, 'pct': 0.5500354861603974}, 'last_hits_per_min': {'raw': 8.465430016863406, 'pct': 0.9098651525904897}, 'hero_damage_per_min': {'raw': 518.4485666104554, 'pct': 0.1646557842441448}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9240596167494677}, 'tower_damage': {'raw': 8720, 'pct': 0.8097941802696949}}",8595511163,Sniper,Mjollnir,Shadow Blade,Hurricane Pike,Power Treads,Blitz Knuckles,Magic Wand,Wraith Band,,,Tumbler's Toy,Vampiric
131,1,3,8,50,208,1,108,158,139,0,0,0,828,1577,28,3,9,0,249,10,776,1047,26,28029,0,0,0,42135,11600,12061,2779,27670,"[5028, 5029, 5028, 5027, 5028, 5030, 5028, 5029, 5027, 5027, 5027, 5030, 5029, 5029, 5030, 1192, 7021, 6105, 915]",54,3766.99,1764996566,2213,22,58,False,1,28621,38616,0.7591504744690466,9.25,0,"{'gold_per_min': {'raw': 776, 'pct': 0.8848484848484849}, 'xp_per_min': {'raw': 1047, 'pct': 0.787012987012987}, 'kills_per_min': {'raw': 0.7591504744690466, 'pct': 0.9974025974025974}, 'last_hits_per_min': {'raw': 6.75101671938545, 'pct': 0.2571428571428571}, 'hero_damage_per_min': {'raw': 1142.3859014911884, 'pct': 0.9203463203463204}, 'hero_healing_per_min': {'raw': 327.0040668775418, 'pct': 0.8666666666666667}, 'tower_damage': {'raw': 11600, 'pct': 0.6805194805194805}}",8592152304,Juggernaut,Phase Boots,Abyssal Blade,Blink Dagger,Aghanim's Scepter,Mjollnir,Butterfly,,,,Brigand's Blade,Quickened
128,1,0,35,156,152,263,63,158,135,0,0,0,1605,1584,16,3,22,0,317,20,736,968,25,28298,0,1,0,36908,12213,0,2198,28390,"[5154, 5155, 5154, 5155, 5154, 5157, 5154, 5155, 5155, 5156, 5156, 5157, 5156, 5156, 928, 7892, 5157, 6897, 6198]",54,3766.99,1764993787,2352,22,58,False,1,28851,37945,0.4081632653061224,9.5,0,"{'gold_per_min': {'raw': 736, 'pct': 0.9531582682753726}, 'xp_per_min': {'raw': 968, 'pct': 0.9013484740951029}, 'kills_per_min': {'raw': 0.40816326530612246, 'pct': 0.8708303761533002}, 'last_hits_per_min': {'raw': 8.08673469387755, 'pct': 0.8765081618168914}, 'hero_damage_per_min': {'raw': 941.530612244898, 'pct': 0.7331440738112136}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9240596167494677}, 'tower_damage': {'raw': 12213, 'pct': 0.9141234918381831}}",8592117739,Sniper,Satanic,Shadow Blade,Hurricane Pike,Power Treads,Mjollnir,Monkey King Bar,,,,Serrated Shiv,Alert
3,0,3,104,50,127,1,108,0,36,11,0,0,1603,1584,8,6,6,0,152,5,452,668,20,15245,0,1,0,11492,4069,1440,945,14890,"[5595, 5597, 5595, 5596, 5595, 5598, 5595, 5596, 5597, 1113, 5596, 5598, 5597, 5597, 6671, 5596, 5598, 6526]",54,3766.99,1764912756,2079,22,58,True,1,15661,23146,0.2308802308802308,2.0,0,"{'gold_per_min': {'raw': 452, 'pct': 0.47468958930276983}, 'xp_per_min': {'raw': 668, 'pct': 0.5128939828080229}, 'kills_per_min': {'raw': 0.23088023088023088, 'pct': 0.6255969436485196}, 'last_hits_per_min': {'raw': 4.386724386724387, 'pct': 0.4804202483285578}, 'hero_damage_per_min': {'raw': 331.6594516594517, 'pct': 0.10315186246418338}, 'hero_healing_per_min': {'raw': 41.55844155844156, 'pct': 0.6160458452722063}, 'tower_damage': {'raw': 4069, 'pct': 0.6924546322827125}}",8590651611,Legion Commander,Phase Boots,Blade Mail,Blink Dagger,Aghanim's Scepter,,Magic Wand,Quelling Blade,,,Gunpowder Gauntlet,Alert
4,0,4,35,158,249,263,63,141,135,0,0,0,1641,1584,14,8,16,0,523,16,667,1058,29,34297,1,1,0,54910,614,0,47,40695,"[5154, 5155, 5154, 5155, 5154, 5157, 5154, 5155, 5155, 5156, 5156, 5157, 5156, 5156, 928, 6305, 5157, 1455, 6198, 7396, 7892, 6897]",54,3766.99,1764907202,3590,22,58,True,0,39908,63303,0.233983286908078,3.33,0,"{'gold_per_min': {'raw': 667, 'pct': 0.8502484031227822}, 'xp_per_min': {'raw': 1058, 'pct': 0.9602555003548616}, 'kills_per_min': {'raw': 0.233983286908078, 'pct': 0.5422285308729595}, 'last_hits_per_min': {'raw': 8.740947075208913, 'pct': 0.9254790631653655}, 'hero_damage_per_min': {'raw': 917.715877437326, 'pct': 0.709013484740951}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9240596167494677}, 'tower_damage': {'raw': 614, 'pct': 0.27750177430801987}}",8590593447,Sniper,Mjollnir,Silver Edge,Hurricane Pike,Power Treads,Daedalus,Monkey King Bar,,,,Outworld Staff,Alert
4,0,4,104,50,127,1,939,108,112,0,0,0,565,1584,12,5,31,0,176,10,602,955,25,22424,0,1,0,54971,10371,2436,949,24615,"[5595, 5596, 5597, 5595, 5595, 5598, 5595, 5597, 5597, 1113, 5596, 5598, 5596, 5597, 6671, 5596, 5598, 6526, 925]",54,3766.99,1764478288,2361,22,58,True,1,23688,37579,0.3049555273189326,7.17,0,"{'gold_per_min': {'raw': 602, 'pct': 0.9006685768863419}, 'xp_per_min': {'raw': 955, 'pct': 0.9016236867239733}, 'kills_per_min': {'raw': 0.30495552731893266, 'pct': 0.7851002865329513}, 'last_hits_per_min': {'raw': 4.472681067344346, 'pct': 0.5205348615090736}, 'hero_damage_per_min': {'raw': 1396.9758576874206, 'pct': 0.9933142311365807}, 'hero_healing_per_min': {'raw': 61.90597204574333, 'pct': 0.7593123209169055}, 'tower_damage': {'raw': 10371, 'pct': 0.9512893982808023}}",8583258166,Legion Commander,Phase Boots,Blade Mail,Blink Dagger,Harpoon,Aghanim's Scepter,Assault Cuirass,,,,Chipped Vest,Alert
4,0,4,2,1,127,50,11,125,108,0,0,0,359,1577,10,12,13,3,204,6,503,619,20,13551,0,1,0,25073,282,0,1,13840,"[5008, 5009, 5009, 5007, 5009, 5010, 5009, 5008, 5007, 5007, 5007, 5010, 1189, 5008, 974, 5008, 5010]",54,3766.99,1764473467,2252,22,58,True,0,18879,23233,0.2664298401420959,1.77,1,"{'gold_per_min': {'raw': 503, 'pct': 0.6006339144215531}, 'xp_per_min': {'raw': 619, 'pct': 0.4120443740095087}, 'kills_per_min': {'raw': 0.2664298401420959, 'pct': 0.6283676703645008}, 'last_hits_per_min': {'raw': 5.435168738898756, 'pct': 0.7678288431061807}, 'hero_damage_per_min': {'raw': 668.019538188277, 'pct': 0.5095087163232963}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9160063391442155}, 'tower_damage': {'raw': 282, 'pct': 0.38510301109350237}}",8583192255,Axe,Blink Dagger,Blade Mail,Phase Boots,Quelling Blade,Vanguard,Aghanim's Scepter,,,,Essence Ring,Quickened
2,0,2,30,92,180,254,108,232,42,0,0,0,675,1593,8,18,8,0,67,0,352,437,18,11638,0,0,0,33780,0,1664,788,11795,"[5140, 5138, 5140, 5138, 5140, 5141, 5138, 5138, 5140, 5139, 5139, 5141, 5959, 5139, 5139, 6524, 5141]",54,3766.99,1769840371,2475,22,59,True,0,14520,18026,0.1939393939393939,0.84,0,"{'gold_per_min': {'raw': 352, 'pct': 0.4312169312169312}, 'xp_per_min': {'raw': 437, 'pct': 0.2689594356261023}, 'kills_per_min': {'raw': 0.19393939393939394, 'pct': 0.5793650793650794}, 'last_hits_per_min': {'raw': 1.6242424242424243, 'pct': 0.7116402116402116}, 'hero_damage_per_min': {'raw': 818.9090909090909, 'pct': 0.8544973544973545}, 'hero_healing_per_min': {'raw': 40.339393939393936, 'pct': 0.2328042328042328}, 'tower_damage': {'raw': 0, 'pct': 0.2239858906525573}}",8671317272,Witch Doctor,Urn of Shadows,Arcane Boots,Glimmer Cape,Aghanim's Scepter,Aether Lens,Observer Ward,,,,Psychic Headband,Greedy
2,0,2,100,50,60,1,42,23,36,21,0,0,1603,1593,4,11,10,0,37,3,261,428,16,8064,0,0,0,9314,278,0,654,7780,"[5565, 5566, 7322, 7322, 7322, 5568, 5565, 7322, 5565, 5565, 5566, 5568, 5566, 5566, 414, 6411]",54,3766.99,1769833677,2026,22,59,True,0,8813,14452,0.1184600197433366,1.17,0,"{'gold_per_min': {'raw': 261, 'pct': 0.16705336426914152}, 'xp_per_min': {'raw': 428, 'pct': 0.22041763341067286}, 'kills_per_min': {'raw': 0.11846001974333661, 'pct': 0.4965197215777262}, 'last_hits_per_min': {'raw': 1.0957551826258638, 'pct': 0.28306264501160094}, 'hero_damage_per_min': {'raw': 275.8341559723593, 'pct': 0.22273781902552203}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 278, 'pct': 0.46635730858468677}}",8671233763,Tusk,Phase Boots,Point Booster,Blink Dagger,Observer Ward,Staff of Wizardry,Magic Wand,Ogre Axe,,,Gunpowder Gauntlet,Greedy
