player_slot,team_number,team_slot,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,item_neutral2,kills,deaths,assists,leaver_status,last_hits,denies,gold_per_min,xp_per_min,level,net_worth,aghanims_scepter,aghanims_shard,moonshard,hero_damage,tower_damage,hero_healing,gold,gold_spent,ability_upgrades_arr,rank_tier,computed_mmr,start_time,duration,game_mode,patch,isRadiant,win,total_gold,total_xp,kills_per_min,kda,abandons,benchmarks,match_id,hero_name,item_0_name,item_1_name,item_2_name,item_3_name,item_4_name,item_5_name,backpack_0_name,backpack_1_name,backpack_2_name,item_neutral_name,item_neutral2_name
0,0,0,2,50,108,1,116,114,226,127,0,0,1168,1594,23,20,28,0,255,6,566,919,28,25650,0,1,0,67242,919,0,1000,26115,"[5008, 5009, 5008, 5007, 5009, 5010, 5009, 5007, 5007, 5009, 5007, 5010, 5008, 9401, 5008, 974, 5010, 6145, 6608, 1189, 6102]",54,3766.99,1769829722,3636,22,59,True,0,34299,55691,0.3795379537953795,2.43,0,"{'gold_per_min': {'raw': 566, 'pct': 0.8343898573692552}, 'xp_per_min': {'raw': 919, 'pct': 0.8692551505546752}, 'kills_per_min': {'raw': 0.3795379537953795, 'pct': 0.8359746434231379}, 'last_hits_per_min': {'raw': 4.207920792079208, 'pct': 0.4223454833597464}, 'hero_damage_per_min': {'raw': 1109.6039603960396, 'pct': 0.9429477020602218}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9160063391442155}, 'tower_damage': {'raw': 919, 'pct': 0.5594294770206022}}",8671189303,Axe,Phase Boots,Aghanim's Scepter,Blink Dagger,Black King Bar,Heart of Tarrasque,Lotus Orb,Blade Mail,,,Rattlecage,Vampiric
0,0,0,104,50,127,1,55,108,36,11,86,0,950,1586,10,17,12,0,121,5,407,652,22,14373,0,0,0,33579,198,648,1038,13840,"[5595, 5597, 5595, 5596, 5595, 5598, 5595, 5597, 5597, 5596, 1176, 5597, 5598, 5596, 5596, 6671, 5598, 6526]",54,3766.99,1769748026,2452,22,59,True,0,16632,26645,0.2446982055464926,1.22,0,"{'gold_per_min': {'raw': 407, 'pct': 0.3018147086914995}, 'xp_per_min': {'raw': 652, 'pct': 0.47468958930276983}, 'kills_per_min': {'raw': 0.24469820554649263, 'pct': 0.6609360076408787}, 'last_hits_per_min': {'raw': 2.960848287112561, 'pct': 0.1308500477554919}, 'hero_damage_per_min': {'raw': 821.6721044045677, 'pct': 0.7851002865329513}, 'hero_healing_per_min': {'raw': 15.856443719412725, 'pct': 0.29894937917860553}, 'tower_damage': {'raw': 198, 'pct': 0.2702960840496657}}",8669870598,Legion Commander,Phase Boots,Blade Mail,Blink Dagger,Hyperstone,Aghanim's Scepter,Magic Wand,Quelling Blade,Buckler,,Defiant Shell,Tough
0,0,0,104,50,127,1,939,112,108,0,0,0,1720,1594,22,10,10,0,204,8,566,699,23,22637,0,1,0,35034,5245,2292,1162,22835,"[5595, 5597, 5595, 5596, 5595, 5598, 5595, 5597, 5597, 5597, 5596, 5598, 1113, 5596, 5596, 6671, 5598, 6526]",54,3766.99,1769744842,2623,22,59,True,1,24743,30557,0.5032405642394205,2.91,0,"{'gold_per_min': {'raw': 566, 'pct': 0.830945558739255}, 'xp_per_min': {'raw': 699, 'pct': 0.5778414517669532}, 'kills_per_min': {'raw': 0.5032405642394205, 'pct': 0.9684813753581661}, 'last_hits_per_min': {'raw': 4.666412504765535, 'pct': 0.5873925501432665}, 'hero_damage_per_min': {'raw': 801.3877239801753, 'pct': 0.7583572110792741}, 'hero_healing_per_min': {'raw': 52.4285169653069, 'pct': 0.7020057306590258}, 'tower_damage': {'raw': 5245, 'pct': 0.7583572110792741}}",8669840374,Legion Commander,Phase Boots,Blade Mail,Blink Dagger,Harpoon,Assault Cuirass,Aghanim's Scepter,,,,Idol of Scree'Auk,Vampiric
132,1,4,104,50,127,1,11,108,34,16,0,0,950,1586,5,4,17,0,130,3,480,538,15,12109,0,1,0,15314,3321,264,4,12315,"[5595, 5597, 5595, 5596, 5595, 5598, 5595, 5597, 5596, 5597, 1113, 5597, 5598, 5596, 5596, 6671]",54,3766.99,1769742687,1540,22,59,False,1,12320,13808,0.1948051948051948,4.4,0,"{'gold_per_min': {'raw': 480, 'pct': 0.5673352435530086}, 'xp_per_min': {'raw': 538, 'pct': 0.27411652340019105}, 'kills_per_min': {'raw': 0.19480519480519481, 'pct': 0.504297994269341}, 'last_hits_per_min': {'raw': 5.064935064935065, 'pct': 0.6895893027698186}, 'hero_damage_per_min': {'raw': 596.6493506493507, 'pct': 0.44030563514804205}, 'hero_healing_per_min': {'raw': 10.285714285714286, 'pct': 0.22063037249283668}, 'tower_damage': {'raw': 3321, 'pct': 0.6389684813753582}}",8669820488,Legion Commander,Phase Boots,Blade Mail,Blink Dagger,Quelling Blade,Aghanim's Scepter,Magic Stick,Iron Branch,,,Defiant Shell,Tough
130,1,2,100,50,100,1,108,232,168,0,4206,0,675,1586,7,11,16,0,112,13,379,660,23,16401,0,0,0,24860,100,0,76,16415,"[5565, 7322, 5566, 7322, 7322, 5568, 7322, 5565, 5565, 5565, 5566, 414, 5568, 5566, 5566, 6423, 5568, 6963]",54,3766.99,1769668096,2676,22,59,False,0,16903,29436,0.1569506726457399,1.92,0,"{'gold_per_min': {'raw': 379, 'pct': 0.6635730858468677}, 'xp_per_min': {'raw': 660, 'pct': 0.7238979118329466}, 'kills_per_min': {'raw': 0.15695067264573992, 'pct': 0.6310904872389791}, 'last_hits_per_min': {'raw': 2.5112107623318387, 'pct': 0.7540603248259861}, 'hero_damage_per_min': {'raw': 557.3991031390134, 'pct': 0.8329466357308585}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 100, 'pct': 0.34106728538283065}}",8668675076,Tusk,Phase Boots,Eul's Scepter of Divinity,Blink Dagger,Aghanim's Scepter,Aether Lens,Desolator,,Greater Healing Lotus,,Psychic Headband,Tough
3,0,3,11,26,152,1,149,63,139,20,0,14,675,1585,6,4,8,0,245,10,554,690,19,15862,0,0,0,11282,9023,0,317,15755,"[5060, 5063, 5060, 5063, 5059, 5064, 5061, 5063, 5063, 1216, 1216, 6876, 5064, 1216, 1216, 6875, 5064]",54,3766.99,1769316127,1773,4,59,True,1,16370,20389,0.2030456852791878,2.8,0,"{'gold_per_min': {'raw': 554, 'pct': 0.367986798679868}, 'xp_per_min': {'raw': 690, 'pct': 0.29455445544554454}, 'kills_per_min': {'raw': 0.20304568527918782, 'pct': 0.41254125412541254}, 'last_hits_per_min': {'raw': 8.29103214890017, 'pct': 0.5825082508250825}, 'hero_damage_per_min': {'raw': 381.79357021996617, 'pct': 0.08745874587458746}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.929042904290429}, 'tower_damage': {'raw': 9023, 'pct': 0.6971947194719472}}",8663356713,Shadow Fiend,Morbid Mask,Shadow Blade,Blink Dagger,Crystalys,Power Treads,Butterfly,Circlet,,Slippers of Agility,Psychic Headband,Brawny
1,0,1,14,180,37,1,114,108,36,0,0,0,1168,1583,13,11,24,0,57,3,412,866,25,16860,0,0,0,37420,2771,0,1850,15780,"[5075, 5076, 5076, 5074, 5076, 5077, 5076, 5075, 5074, 5075, 5075, 5077, 7142, 5074, 5074, 507, 5077, 332]",54,3766.99,1766809123,2575,22,59,True,1,17681,37165,0.3029126213592233,3.08,0,"{'gold_per_min': {'raw': 412, 'pct': 0.6075663466967814}, 'xp_per_min': {'raw': 866, 'pct': 0.8831168831168831}, 'kills_per_min': {'raw': 0.30291262135922326, 'pct': 0.8255223037831734}, 'last_hits_per_min': {'raw': 1.3281553398058252, 'pct': 0.1919819311123659}, 'hero_damage_per_min': {'raw': 871.9223300970873, 'pct': 0.883681535855449}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8006775832862789}, 'tower_damage': {'raw': 2771, 'pct': 0.8701298701298701}}",8622800105,Pudge,Arcane Boots,Ghost Scepter,Blink Dagger,Heart of Tarrasque,Aghanim's Scepter,Magic Wand,,,,Rattlecage,Mystical
0,0,0,88,180,37,204,175,0,0,0,0,0,1158,1593,12,8,28,0,39,6,405,836,23,14139,0,1,0,27799,691,0,1539,13040,"[5462, 1104, 5464, 5462, 5462, 5465, 5462, 1104, 1104, 5464, 6814, 5464, 5465, 1104, 5464, 1368, 5465, 6399]",54,3766.99,1766806532,2246,22,59,True,1,15160,31294,0.3205699020480855,4.44,0,"{'gold_per_min': {'raw': 405, 'pct': 0.6477272727272727}, 'xp_per_min': {'raw': 836, 'pct': 0.8333333333333334}, 'kills_per_min': {'raw': 0.3205699020480855, 'pct': 0.7992424242424242}, 'last_hits_per_min': {'raw': 1.041852181656278, 'pct': 0.19696969696969696}, 'hero_damage_per_min': {'raw': 742.626892252894, 'pct': 0.75}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8011363636363636}, 'tower_damage': {'raw': 691, 'pct': 0.6193181818181818}}",8622770470,Nyx Assassin,Arcane Boots,Ghost Scepter,Dagon,Ethereal Blade Recipe,,,,,,Whisper of the Dread,Greedy
131,1,3,71,50,152,100,65,112,36,40,39,612,1603,1577,8,12,34,0,95,2,474,848,25,18795,0,0,0,30447,1461,0,1980,17595,"[5355, 5353, 5355, 5353, 5353, 5356, 5355, 5353, 5355, 7301, 7301, 5931, 5356, 7301, 7301, 6253, 5356, 8254]",54,3766.99,1766724322,2631,22,59,False,1,20784,37184,0.1824401368301026,3.23,0,"{'gold_per_min': {'raw': 474, 'pct': 0.8522727272727273}, 'xp_per_min': {'raw': 848, 'pct': 0.8295454545454546}, 'kills_per_min': {'raw': 0.18244013683010263, 'pct': 0.6161616161616161}, 'last_hits_per_min': {'raw': 2.1664766248574687, 'pct': 0.5037878787878788}, 'hero_damage_per_min': {'raw': 694.3443557582668, 'pct': 0.9191919191919192}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.6565656565656566}, 'tower_damage': {'raw': 1461, 'pct': 0.7335858585858586}}",8621376232,Spirit Breaker,Phase Boots,Shadow Blade,Eul's Scepter of Divinity,Hand of Midas,Assault Cuirass,Magic Wand,Dust of Appearance,Healing Salve,Wind Waker Recipe,Gunpowder Gauntlet,Quickened
1,0,1,26,23,244,1,214,232,36,0,0,0,359,1593,4,4,17,0,18,1,321,497,15,8181,0,0,0,9940,181,0,271,8190,"[5044, 5046, 5045, 5046, 5046, 5047, 5044, 5044, 5044, 5045, 5046, 5918, 5047, 5045, 5045]",54,3766.99,1766722192,1529,22,59,True,1,8180,12665,0.1569653368214519,4.2,0,"{'gold_per_min': {'raw': 321, 'pct': 0.4447797223898612}, 'xp_per_min': {'raw': 497, 'pct': 0.38261919130959565}, 'kills_per_min': {'raw': 0.15696533682145195, 'pct': 0.5727217863608932}, 'last_hits_per_min': {'raw': 0.7063440156965337, 'pct': 0.1828605914302957}, 'hero_damage_per_min': {'raw': 390.05886200130806, 'pct': 0.6354858177429089}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7942063971031985}, 'tower_damage': {'raw': 181, 'pct': 0.43995171997585997}}",8621354714,Lion,Staff of Wizardry,Wind Lace,Blink Dagger,Tranquil Boots,Aether Lens,Magic Wand,,,,Essence Ring,Greedy
131,1,3,100,50,168,1,60,0,36,0,0,0,1605,1577,8,7,16,0,65,7,370,565,18,11317,0,0,0,15480,3087,125,407,11390,"[5565, 7322, 5566, 5565, 5565, 5568, 5565, 7322, 7322, 7322, 5566, 5568, 5566, 5566, 414, 6423, 5568]",54,3766.99,1766719932,1951,22,59,False,1,12031,18371,0.2460276781137878,3.0,0,"{'gold_per_min': {'raw': 370, 'pct': 0.6218097447795824}, 'xp_per_min': {'raw': 565, 'pct': 0.5290023201856149}, 'kills_per_min': {'raw': 0.24602767811378778, 'pct': 0.839907192575406}, 'last_hits_per_min': {'raw': 1.9989748846745257, 'pct': 0.6380510440835266}, 'hero_damage_per_min': {'raw': 476.0635571501794, 'pct': 0.6983758700696056}, 'hero_healing_per_min': {'raw': 3.8441824705279344, 'pct': 0.7888631090487239}, 'tower_damage': {'raw': 3087, 'pct': 0.9327146171693735}}",8621332247,Tusk,Phase Boots,Desolator,Blink Dagger,Point Booster,,Magic Wand,,,,Serrated Shiv,Quickened
130,1,2,100,50,100,1,37,168,36,0,0,0,1599,1583,15,5,11,0,64,3,436,512,17,12805,0,0,0,16747,4202,0,895,12520,"[5565, 7322, 5566, 5565, 5565, 5568, 5565, 7322, 7322, 7322, 414, 5566, 5568, 5566, 5566, 6411]",54,3766.99,1766717612,1857,22,59,False,1,13494,15846,0.4846526655896607,4.33,0,"{'gold_per_min': {'raw': 436, 'pct': 0.8538283062645011}, 'xp_per_min': {'raw': 512, 'pct': 0.3805104408352668}, 'kills_per_min': {'raw': 0.48465266558966075, 'pct': 0.974477958236659}, 'last_hits_per_min': {'raw': 2.0678513731825525, 'pct': 0.6589327146171694}, 'hero_damage_per_min': {'raw': 541.0985460420031, 'pct': 0.8097447795823666}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 4202, 'pct': 0.974477958236659}}",8621309147,Tusk,Phase Boots,Eul's Scepter of Divinity,Blink Dagger,Ghost Scepter,Desolator,Magic Wand,,,,Mana Draught,Mystical
0,0,0,14,232,214,102,0,0,34,0,0,0,840,1577,2,10,12,0,36,2,234,375,14,5994,0,0,0,14696,52,0,419,7850,"[5075, 5076, 5076, 5074, 5076, 5077, 5076, 5075, 5075, 5075, 5074, 5074, 7142, 5077, 5074]",54,3766.99,1766715247,1782,22,59,True,0,6949,11137,0.0673400673400673,1.27,0,"{'gold_per_min': {'raw': 234, 'pct': 0.04291360813099943}, 'xp_per_min': {'raw': 375, 'pct': 0.10502540937323546}, 'kills_per_min': {'raw': 0.06734006734006734, 'pct': 0.12365894974590627}, 'last_hits_per_min': {'raw': 1.2121212121212122, 'pct': 0.16149068322981366}, 'hero_damage_per_min': {'raw': 494.8148148148148, 'pct': 0.4613212874082439}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8006775832862789}, 'tower_damage': {'raw': 52, 'pct': 0.3037831733483907}}",8621285488,Pudge,Aether Lens,Tranquil Boots,Force Staff,,,Magic Stick,,,,Tumbler's Toy,Quickened
2,0,2,71,50,610,249,65,112,210,0,0,0,377,1597,12,14,39,0,212,0,582,1028,30,31627,0,1,0,40007,4921,0,6222,26845,"[5353, 5355, 5355, 5353, 5355, 5356, 5355, 5353, 5353, 7301, 5931, 7301, 5356, 7301, 7301, 6253, 5356, 6149, 6543, 7022, 6296, 8254, 830]",54,3766.99,1766710832,3959,22,59,True,1,38402,67830,0.1818641070977519,3.4,0,"{'gold_per_min': {'raw': 582, 'pct': 0.9696969696969697}, 'xp_per_min': {'raw': 1028, 'pct': 0.9621212121212122}, 'kills_per_min': {'raw': 0.18186410709775197, 'pct': 0.6123737373737373}, 'last_hits_per_min': {'raw': 3.2129325587269513, 'pct': 0.7929292929292929}, 'hero_damage_per_min': {'raw': 606.3197777216469, 'pct': 0.8232323232323232}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.6565656565656566}, 'tower_damage': {'raw': 4921, 'pct': 0.9772727272727273}}",8621242825,Spirit Breaker,Phase Boots,Wind Waker,Silver Edge,Hand of Midas,Assault Cuirass,Heaven's Halberd,,,,Minotaur Horn,Titanic
4,0,4,100,50,152,1,168,108,36,0,0,0,1603,1586,20,5,24,0,47,4,500,757,21,16298,0,0,0,29178,161,0,1038,16205,"[5565, 5566, 5565, 7322, 5565, 5568, 7322, 7322, 7322, 5565, 5566, 5568, 5566, 414, 5566, 6423, 5568, 6194]",54,3766.99,1766380625,2037,22,59,True,1,16975,25700,0.589101620029455,7.33,0,"{'gold_per_min': {'raw': 500, 'pct': 0.9234338747099768}, 'xp_per_min': {'raw': 757, 'pct': 0.8468677494199536}, 'kills_per_min': {'raw': 0.5891016200294551, 'pct': 0.988399071925754}, 'last_hits_per_min': {'raw': 1.3843888070692194, 'pct': 0.43155452436194897}, 'hero_damage_per_min': {'raw': 859.440353460972, 'pct': 0.9605568445475638}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 161, 'pct': 0.39443155452436196}}",8616056048,Tusk,Phase Boots,Shadow Blade,Blink Dagger,Desolator,Aghanim's Scepter,Magic Wand,,,,Gunpowder Gauntlet,Tough
2,0,2,41,11,158,116,63,38,36,0,0,0,1605,1594,4,6,7,0,213,2,458,561,18,13812,0,0,0,9979,0,0,2242,12220,"[5182, 5184, 5691, 5182, 5184, 5185, 5184, 5184, 5182, 5182, 867, 5691, 5185, 5691, 5691, 6807, 5185]",54,3766.99,1766294107,1892,22,59,True,0,14442,17690,0.1268498942917547,1.57,0,"{'gold_per_min': {'raw': 458, 'pct': 0.3290960451977401}, 'xp_per_min': {'raw': 561, 'pct': 0.2344632768361582}, 'kills_per_min': {'raw': 0.12684989429175475, 'pct': 0.346045197740113}, 'last_hits_per_min': {'raw': 6.754756871035941, 'pct': 0.5112994350282486}, 'hero_damage_per_min': {'raw': 316.4587737843552, 'pct': 0.2598870056497175}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9166666666666666}, 'tower_damage': {'raw': 0, 'pct': 0.22033898305084745}}",8614502314,Faceless Void,Quelling Blade,Mjollnir,Black King Bar,Power Treads,Clarity,Magic Wand,,,,Serrated Shiv,Vampiric
4,0,4,8,50,158,1,40,108,52,36,0,0,1721,1594,9,17,9,0,261,10,496,573,21,18925,0,0,0,30522,240,2155,755,19390,"[5028, 5028, 5027, 5029, 5028, 5030, 5028, 5027, 5027, 5027, 5029, 5030, 5029, 5029, 1192, 7021, 5030, 6105]",54,3766.99,1766290937,2689,22,59,True,1,22229,25679,0.2008181480104127,1.0,0,"{'gold_per_min': {'raw': 496, 'pct': 0.2606060606060606}, 'xp_per_min': {'raw': 573, 'pct': 0.1645021645021645}, 'kills_per_min': {'raw': 0.2008181480104128, 'pct': 0.44502164502164504}, 'last_hits_per_min': {'raw': 5.823726292301971, 'pct': 0.15064935064935064}, 'hero_damage_per_min': {'raw': 681.04127928598, 'pct': 0.5670995670995671}, 'hero_healing_per_min': {'raw': 48.084789884715505, 'pct': 0.22857142857142856}, 'tower_damage': {'raw': 240, 'pct': 0.18961038961038962}}",8614462797,Juggernaut,Phase Boots,Mjollnir,Blink Dagger,Dust of Appearance,Aghanim's Scepter,Eaglesong,Magic Wand,,,Flayer's Bota,Vampiric
1,0,1,1,145,208,147,139,108,135,24,1575,0,1605,1594,13,8,14,0,600,12,710,956,29,35599,0,0,0,58710,11714,0,1749,36505,"[5003, 5004, 5003, 7314, 5003, 5006, 5004, 5004, 5004, 5003, 7314, 966, 5006, 7314, 7314, 666, 5006, 665, 6353, 1495, 735, 6800]",54,3766.99,1768629664,3646,22,59,True,0,43144,58092,0.2139330773450356,3.0,0,"{'gold_per_min': {'raw': 710, 'pct': 0.7095744680851064}, 'xp_per_min': {'raw': 956, 'pct': 0.625531914893617}, 'kills_per_min': {'raw': 0.21393307734503564, 'pct': 0.5521276595744681}, 'last_hits_per_min': {'raw': 9.873834339001647, 'pct': 0.7329787234042553}, 'hero_damage_per_min': {'raw': 966.154690071311, 'pct': 0.9106382978723404}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9617021276595744}, 'tower_damage': {'raw': 11714, 'pct': 0.7393617021276596}}",8652406639,Anti-Mage,Battle Fury,Abyssal Blade,Manta Style,Butterfly,Aghanim's Scepter,Monkey King Bar,Ultimate Orb,Orb of Frost,,Serrated Shiv,Vampiric
3,0,3,12,63,98,174,139,160,36,0,0,0,1721,1594,8,10,14,0,281,8,499,809,25,21452,0,1,0,40731,2048,0,967,21340,"[5065, 1221, 5066, 5065, 5065, 5067, 5065, 1221, 1221, 1221, 5066, 5067, 5066, 5066, 1696, 1695, 5067, 1056, 6850]",54,3766.99,1768626024,2788,22,59,True,0,23186,37591,0.1721664275466284,2.0,0,"{'gold_per_min': {'raw': 499, 'pct': 0.3702970297029703}, 'xp_per_min': {'raw': 809, 'pct': 0.5643564356435643}, 'kills_per_min': {'raw': 0.17216642754662842, 'pct': 0.4594059405940594}, 'last_hits_per_min': {'raw': 6.047345767575322, 'pct': 0.3207920792079208}, 'hero_damage_per_min': {'raw': 876.5638450502151, 'pct': 0.7821782178217822}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9801980198019802}, 'tower_damage': {'raw': 2048, 'pct': 0.4178217821782178}}",8652359915,Phantom Lancer,Power Treads,Orchid Malevolence,Diffusal Blade,Butterfly,Eye of Skadi,Magic Wand,,,,Flayer's Bota,Vampiric
128,1,0,93,160,63,1097,108,143,0,0,0,0,1643,1594,10,11,16,0,382,13,526,975,29,24054,0,1,0,20033,1677,0,2079,24435,"[1693, 5495, 5494, 5494, 5494, 5497, 5494, 5495, 5495, 5495, 1693, 5497, 1693, 6147, 1693, 921, 5497, 892, 6893, 821, 6892, 814]",54,3766.99,1768538374,3570,22,59,False,0,31297,58012,0.1680672268907563,2.17,0,"{'gold_per_min': {'raw': 526, 'pct': 0.4821763602251407}, 'xp_per_min': {'raw': 975, 'pct': 0.799249530956848}, 'kills_per_min': {'raw': 0.16806722689075632, 'pct': 0.37429643527204504}, 'last_hits_per_min': {'raw': 6.42016806722689, 'pct': 0.6876172607879925}, 'hero_damage_per_min': {'raw': 336.6890756302521, 'pct': 0.22326454033771106}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9681050656660413}, 'tower_damage': {'raw': 1677, 'pct': 0.4024390243902439}}",8650966175,Slark,Eye of Skadi,Power Treads,Disperser,Aghanim's Scepter,Skull Basher,,,,,Giant's Maul,Vampiric
132,1,4,104,50,168,1,108,149,36,11,0,0,950,1583,13,4,22,0,175,10,625,719,19,17191,0,1,0,25064,8370,0,1681,15925,"[5595, 5597, 5595, 5596, 5595, 5598, 5595, 5597, 5596, 5597, 5598, 1113, 5597, 5596, 5596, 6671, 5598]",54,3766.99,1768454903,1737,22,59,False,1,18093,20815,0.4490500863557858,7.0,0,"{'gold_per_min': {'raw': 625, 'pct': 0.9350525310410697}, 'xp_per_min': {'raw': 719, 'pct': 0.603629417382999}, 'kills_per_min': {'raw': 0.44905008635578586, 'pct': 0.9484240687679083}, 'last_hits_per_min': {'raw': 6.0449050086355784, 'pct': 0.8844317096466093}, 'hero_damage_per_min': {'raw': 865.7685664939551, 'pct': 0.8261700095510984}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.10601719197707736}, 'tower_damage': {'raw': 8370, 'pct': 0.8815663801337154}}",8649747812,Legion Commander,Phase Boots,Desolator,Blink Dagger,Aghanim's Scepter,Crystalys,Magic Wand,Quelling Blade,,,Defiant Shell,Mystical
132,1,4,70,50,108,1,145,143,36,0,0,0,950,1594,10,6,6,2,237,15,504,559,19,15288,0,0,0,24558,251,0,3,15430,"[5359, 5357, 5359, 5358, 5359, 5360, 5359, 5358, 5358, 5358, 5357, 6975, 5360, 5357, 5357, 5360, 758]",54,3766.99,1768446658,2108,22,59,False,0,17707,19639,0.2846299810246679,2.29,1,"{'gold_per_min': {'raw': 504, 'pct': 0.2913793103448276}, 'xp_per_min': {'raw': 559, 'pct': 0.16551724137931034}, 'kills_per_min': {'raw': 0.2846299810246679, 'pct': 0.49482758620689654}, 'last_hits_per_min': {'raw': 6.74573055028463, 'pct': 0.43448275862068964}, 'hero_damage_per_min': {'raw': 698.9943074003795, 'pct': 0.4810344827586207}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9620689655172414}, 'tower_damage': {'raw': 251, 'pct': 0.23793103448275862}}",8649669064,Ursa,Phase Boots,Aghanim's Scepter,Blink Dagger,Battle Fury,Skull Basher,Magic Wand,,,,Defiant Shell,Vampiric
132,1,4,41,158,63,75,8,21,36,11,0,0,71,1577,4,8,2,0,194,8,393,478,16,11029,0,0,0,3367,583,0,364,10755,"[5182, 5184, 5182, 5691, 5182, 5185, 5182, 5184, 5184, 5184, 5691, 5185, 5691, 5691]",54,3766.99,1768364078,1820,22,59,False,0,11921,14499,0.1318681318681318,0.67,0,"{'gold_per_min': {'raw': 393, 'pct': 0.21045197740112995}, 'xp_per_min': {'raw': 478, 'pct': 0.1638418079096045}, 'kills_per_min': {'raw': 0.13186813186813187, 'pct': 0.3644067796610169}, 'last_hits_per_min': {'raw': 6.395604395604395, 'pct': 0.4590395480225989}, 'hero_damage_per_min': {'raw': 111, 'pct': 0.025423728813559324}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9166666666666666}, 'tower_damage': {'raw': 583, 'pct': 0.3813559322033898}}",8648470453,Faceless Void,Mjollnir,Power Treads,Wraith Band,Mithril Hammer,Ogre Axe,Magic Wand,Quelling Blade,,,Poor Man's Shield,Quickened
132,1,4,18,156,116,603,939,141,112,0,0,0,292,1597,26,9,16,0,790,5,882,1113,30,46436,1,0,1,84970,13977,0,5811,44635,"[5094, 5095, 5094, 5095, 5094, 5097, 5095, 5094, 5096, 5095, 5096, 6045, 5097, 5096, 5096, 6911, 5097, 716, 6910, 673, 763, 1188, 7112]",54,3766.99,1768359528,4095,22,59,False,1,60196,75962,0.3809523809523809,4.2,0,"{'gold_per_min': {'raw': 882, 'pct': 0.9750623441396509}, 'xp_per_min': {'raw': 1113, 'pct': 0.8204488778054863}, 'kills_per_min': {'raw': 0.38095238095238093, 'pct': 0.830423940149626}, 'last_hits_per_min': {'raw': 11.575091575091575, 'pct': 0.9251870324189526}, 'hero_damage_per_min': {'raw': 1244.981684981685, 'pct': 0.9526184538653366}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9650872817955112}, 'tower_damage': {'raw': 13977, 'pct': 0.8977556109725686}}",8648427246,Sven,Satanic,Black King Bar,Swift Blink,Harpoon,Daedalus,Assault Cuirass,,,,Stygian Desolator,Titanic
131,1,3,94,139,63,147,0,0,36,0,0,0,2097,1584,6,7,4,0,280,11,515,602,18,15046,0,0,0,15098,576,0,3086,12370,"[5505, 5505, 1475, 5504, 5505, 5504, 5505, 5504, 5504, 5507, 1475, 5507, 1475, 1475, 1345, 5507]",54,3766.99,1768276991,1921,22,59,False,0,16488,19274,0.187402394586153,1.25,0,"{'gold_per_min': {'raw': 515, 'pct': 0.3361581920903955}, 'xp_per_min': {'raw': 602, 'pct': 0.24293785310734464}, 'kills_per_min': {'raw': 0.18740239458615304, 'pct': 0.7090395480225988}, 'last_hits_per_min': {'raw': 8.745445080687142, 'pct': 0.4293785310734463}, 'hero_damage_per_min': {'raw': 471.5668922436231, 'pct': 0.3389830508474576}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9548022598870056}, 'tower_damage': {'raw': 576, 'pct': 0.2711864406779661}}",8647229989,Medusa,Butterfly,Power Treads,Manta Style,,,Magic Wand,,,,Duelist Gloves,Alert
3,0,3,48,139,63,147,108,26,135,36,0,0,1603,1576,14,6,16,0,290,10,674,717,21,22275,0,0,0,25695,13249,0,415,22610,"[5222, 5223, 5222, 5223, 5222, 5225, 5222, 5223, 5223, 1462, 7047, 1462, 5225, 1462, 1462, 6180, 5225, 770]",54,3766.99,1768274461,2047,22,59,True,1,22994,24461,0.4103566194430874,4.29,0,"{'gold_per_min': {'raw': 674, 'pct': 0.5663900414937759}, 'xp_per_min': {'raw': 717, 'pct': 0.33402489626556015}, 'kills_per_min': {'raw': 0.41035661944308743, 'pct': 0.9356846473029046}, 'last_hits_per_min': {'raw': 8.500244259892526, 'pct': 0.4211618257261411}, 'hero_damage_per_min': {'raw': 753.1509526135809, 'pct': 0.5954356846473029}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9605809128630706}, 'tower_damage': {'raw': 13249, 'pct': 0.6680497925311203}}",8647206870,Luna,Butterfly,Power Treads,Manta Style,Aghanim's Scepter,Morbid Mask,Monkey King Bar,Magic Wand,,,Gunpowder Gauntlet,Vast
